UID,name,subregion,ecosection,CP,proportion_scaled,proportion_unscaled,value_scaled,value_unscaled,total_value,Gridded_UID,Desktop_UID,marxancode,section,speciesgroup,species,featuretype,featuretype for SS,attributetype,datatype,featurename for SS analysis,final_target_low,final_target_med,final_target_high,Issue,Tracked,species name,postremoval
fed_hecatestraitqueencharlottesoundglassspongereefsmpacore_CC,HS/QCS Glass Sponge Reefs MPA CC Portions - core,CC,Continental Slope,eco_coarse_biophysicalunits_polygonstrough_d,0.00273094,0.00273094,52809158.94,52809158.94,19337354834,eco_coarse_biophysicalunits_polygons_d_trough,eco_coarse_biophysicalunits_polygonstrough_d,3040500,eco,coarse,biophysicalunits,polygons,Biophysical Units,trough,d,Trough,0.034239,0.068478,0.102717,,,Biophysical Units,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpacore_CC,HS/QCS Glass Sponge Reefs MPA CC Portions - core,CC,Continental Slope,eco_fish_rockfishwidow_syn_m,0.001947388,0.001947388,343.1531966,343.1531966,176212,eco_fish_rockfishwidow_syn_m,eco_fish_rockfishwidow_syn_m,6260100,eco,fish,rockfishwidow,syn,Research CPUE,,m,Widow Rockfish,0.2,0.3,0.4,,,Widow rockfish,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpacore_CC,HS/QCS Glass Sponge Reefs MPA CC Portions - core,CC,Continental Slope,eco_areas_importantbirdareas_polygons_d,0.004055669,0.004055669,44466982.57,44466982.57,10964155395,eco_areas_importantbirdareas_polygons_d,eco_areas_importantbirdareas_polygons_d,3020700,eco,areas,importantbirdareas,polygons,polygons,,d,Important Bird Areas^,0,0,0,,^,Important bird areas,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpacore_CC,HS/QCS Glass Sponge Reefs MPA CC Portions - core,CC,Continental Slope,eco_fish_rockfishsilvergray_phmasyn_m,0.000784031,0.000784031,299.9514385,299.9514385,382576,eco_fish_rockfishsilvergray_phmasyn_m,eco_fish_rockfishsilvergray_phmasyn_m,6230100,eco,fish,rockfishsilvergray,phmasyn,Research CPUE,,m,Silvergray Rockfish,0.1,0.15,0.2,,,Silvergray rockfish,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpacore_CC,HS/QCS Glass Sponge Reefs MPA CC Portions - core,CC,Continental Slope,eco_coarse_geomorphicunits_polygonsshelfwallsloping_d,0.000315687,0.000315687,3732868.695,3732868.695,11824590929,eco_coarse_geomorphicunits_polygons_d_shelfwallsloping,eco_coarse_geomorphicunits_polygonsshelfwallsloping_d,3031000,eco,coarse,geomorphicunits,polygons,Geomorphic Units,shelfwallsloping,d,Shelf wall sloping,0.031929,0.063858,0.095787,,,Geomorphic Units,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpacore_CC,HS/QCS Glass Sponge Reefs MPA CC Portions - core,CC,Continental Slope,eco_coarse_ecosections_polygonscs_d,0.002535513,0.002535513,52810385.42,52810385.42,20828281550,eco_coarse_ecosections_polygons_d_cs,eco_coarse_ecosections_polygonscs_d,3060200,eco,coarse,ecosections,polygons,Ecosections,cs,d,Continental Slope,0.027482,0.054964,0.082446,,,Ecosections,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_fish_rockfishredstripe_syn_m,5.00E-05,5.89E-05,12.47586906,14.67749302,249333,eco_fish_rockfishredstripe_syn_m,eco_fish_rockfishredstripe_syn_m,6180100,eco,fish,rockfishredstripe,syn,Research CPUE,,m,Redstripe Rockfish,0.2,0.3,0.4,,,Redstripe rockfish,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_fish_skatebig_phmasyn_m,2.73E-06,2.73E-06,0.817532102,0.817532102,299313,eco_fish_skatebig_phmasyn_m,eco_fish_skatebig_phmasyn_m,6320100,eco,fish,skatebig,phmasyn,Research CPUE,,m,Big Skate ,0.4,0.5,0.6,,,Big Skate ,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_coarse_ebsas_polygonsshelfbreak_d,0.000200305,0.000200305,4812135.977,4812135.977,24024024267,eco_coarse_ebsas_polygons_d_shelfbreak,eco_coarse_ebsas_polygonsshelfbreak_d,3101300,eco,coarse,ebsas,polygons,EBSAS,shelfbreak,d,Shelf Break,0.00983176,0.01966352,0.02949528,,,EBSAS,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_fish_pacificoceanperch_syn_m,0.000164413,0.000164413,45.07696398,45.07696398,274169,eco_fish_pacificoceanperch_syn_m,eco_fish_pacificoceanperch_syn_m,6160100,eco,fish,pacificoceanperch,syn,Research CPUE,,m,Pacific Ocean Perch ,0.1,0.15,0.2,,,Pacific Ocean perch ,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_fish_sablefish_phmasynsab_m,4.80E-05,4.80E-05,19.90892509,19.90892509,414463,eco_fish_sablefish_phmasynsab_m,eco_fish_sablefish_phmasynsab_m,6300100,eco,fish,sablefish,phmasynsab,Research CPUE,,m,Sablefish,0.1,0.15,0.2,,,Sablefish,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_fish_skatelongnose_phmasyn_m,3.54E-05,3.54E-05,14.74122687,14.74122687,416551,eco_fish_skatelongnose_phmasyn_m,eco_fish_skatelongnose_phmasyn_m,6330100,eco,fish,skatelongnose,phmasyn,Research CPUE,,m,Longnose Skate,0.2,0.3,0.4,,,Longnose skate,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_coarse_geomorphicunits_polygonsshelfdepression_d,0.000106267,0.000106267,2037467.105,2037467.105,19173177716,eco_coarse_geomorphicunits_polygons_d_shelfdepression,eco_coarse_geomorphicunits_polygonsshelfdepression_d,3030700,eco,coarse,geomorphicunits,polygons,Geomorphic Units,shelfdepression,d,Shelf depression,0.025082,0.050164,0.075246,,,Geomorphic Units,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_fish_rockfishyellowmouth_phmasyn_m,0.000252462,0.000252462,49.95863965,49.95863965,197886,eco_fish_rockfishyellowmouth_phmasyn_m,eco_fish_rockfishyellowmouth_phmasyn_m,6280100,eco,fish,rockfishyellowmouth,phmasyn,Research CPUE,,m,Yellowmouth Rockfish ,0.2,0.3,0.4,,,Yellowmouth rockfish ,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_fish_rockfishcanary_phmasyn_m,0.000132252,0.000155591,45.47615161,53.50135483,343860,eco_fish_rockfishcanary_phmasyn_m,eco_fish_rockfishcanary_phmasyn_m,6110100,eco,fish,rockfishcanary,phmasyn,Research CPUE,,m,Canary Rockfish,0.1,0.15,0.2,,,Canary Rockfish,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_fish_soledover_syn_m,7.01E-05,7.01E-05,22.51818868,22.51818868,321287,eco_fish_soledover_syn_m,eco_fish_soledover_syn_m,6360100,eco,fish,soledover,syn,Research CPUE,,m,Dover Sole ,0.1,0.15,0.2,,,Dover sole ,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_fish_solerex_syn_m,5.01E-05,5.01E-05,16.19663272,16.19663272,323361,eco_fish_solerex_syn_m,eco_fish_solerex_syn_m,6380100,eco,fish,solerex,syn,Research CPUE,,m,Rex Sole,0.1,0.15,0.2,,,Rex Sole,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_coarse_oceanreg_polygonscoastalmixingregion_d,0.000207918,0.000207918,5350135.311,5350135.311,25731937148,eco_coarse_oceanreg_polygons_d_coastalmixingregion,eco_coarse_oceanreg_polygonscoastalmixingregion_d,3080800,eco,coarse,oceanreg,polygons,Upper Ocean Subregion,coastalmixingregion,d,Coastal Mixing Region,0.027669,0.055338,0.083007,,,ocean reg,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_fish_skatesandpaper_phmasyn_m,0.000134976,0.000134976,32.17830052,32.17830052,238400,eco_fish_skatesandpaper_phmasyn_m,eco_fish_skatesandpaper_phmasyn_m,6350100,eco,fish,skatesandpaper,phmasyn,Research CPUE,,m,Sandpaper Skate,0.1,0.15,0.2,,,Sandpaper skate,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_inverts_scleractinia_model_d,4.80E-05,4.80E-05,1.299185138,1.299185138,27039.09662,eco_inverts_scleractinia_model_d,eco_inverts_scleractinia_model_d,7430100,eco,inverts,scleractinia,model,predicted habitat,,d,Hard or stony corals,0.2,0.3,0.4,,,Hand or stony corals,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_fish_rockfishdarkblotched_syn_m,0.000200575,0.000200575,32.58534698,32.58534698,162460,eco_fish_rockfishdarkblotched_syn_m,eco_fish_rockfishdarkblotched_syn_m,6140100,eco,fish,rockfishdarkblotched,syn,Research CPUE,,m,Darkblotched Rockfish,0.2,0.3,0.4,,,Darkblotched rockfish,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_coarse_ecosections_polygonsqcso_d,0.00014697,0.00014697,5350135.311,5350135.311,36402864948,eco_coarse_ecosections_polygons_d_qcso,eco_coarse_ecosections_polygonsqcso_d,3060700,eco,coarse,ecosections,polygons,Ecosections,qcso,d,Queen Charlotte Sound,0.021177,0.042354,0.063531,,,Ecosections,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_birds_shearwaterfulmar_density_d,0,2.82E-05,0,0.677748017,23993.4011,eco_birds_shearwaterfulmar_density_d,eco_birds_shearwaterfulmar_density_d,5210100,eco,birds,shearwaterfulmar,density,density - yr round,,d,Shearwaters and Fulmars,0.1,0.15,0.2,,,Shearwaters and Fulmars,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_mammals_finwhale_hsi_d,0.00013177,0.000155023,4547615.014,5350135.311,34511805186,eco_mammals_finwhale_hsi_d,eco_mammals_finwhale_hsi_d,8180300,eco,mammals,finwhale,hsi,Habitat of Special Importance,,d,Fin Whale^,0,0,0,,^,Fin whale,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_mammals_humpbackwhale_density_d,3.03E-07,3.56E-07,0.048648904,0.057234005,160750.5051,eco_mammals_humpbackwhale_density_d,eco_mammals_humpbackwhale_density_d,8200100,eco,mammals,humpbackwhale,density,density,,d,Humpback Whale,0.1,0.15,0.2,,,Humpback Whale,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_mammals_furseal_ia_d,0.000288964,0.000288964,5350135.311,5350135.311,18514873962,eco_mammals_furseal_ia_d,eco_mammals_furseal_ia_d,8130100,eco,mammals,furseal,ia,Important Areas,,d,Northern fur seal^,0,0,0,,^,Northern fur seal,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_areas_highrugosity_polygons_d,3.61E-06,3.61E-06,76825.0893,76825.0893,21277886447,eco_areas_highrugosity_polygons_d,eco_areas_highrugosity_polygons_d,3010100,eco,areas,highrugosity,polygons,polygons,,d,High Rugosity,0.2,0.4,0.6,,,High Rugosity,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_plants_chlorophylla_bloom_d,1.05E-05,1.05E-05,8.818754572,8.818754572,843583,eco_plants_chlorophylla_bloom_d,eco_plants_chlorophylla_bloom_d,4010200,eco,plants,chlorophylla,bloom,Chlorophyll A Blooms,,d,Phytoplankton^,0,0,0,1,^,Phytoplankton,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_fish_pacificcod_phmasyn_m,8.87E-05,8.87E-05,36.3245534,36.3245534,409647,eco_fish_pacificcod_phmasyn_m,eco_fish_pacificcod_phmasyn_m,6080100,eco,fish,pacificcod,phmasyn,Research CPUE,,m,Pacific Cod ,0.1,0.15,0.2,,,Pacific Cod ,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_inverts_pennatulacea_trawlsyn_d,0.00019148,0.00019148,46.82750803,46.82750803,244555,eco_inverts_pennatulacea_trawlsyn_d,eco_inverts_pennatulacea_trawlsyn_d,7380100,eco,inverts,pennatulacea,trawlsyn,Survey and Fishery CPUE,,d,Sea pens,0.2,0.3,0.4,,,Sea pens,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_fish_halibut_phmasynsab_m,3.92E-05,4.62E-05,17.59359351,20.6983453,448376,eco_fish_halibut_phmasynsab_m,eco_fish_halibut_phmasynsab_m,6050100,eco,fish,halibut,phmasynsab,Research CPUE,,m,Pacific Halibut ,0.1,0.15,0.2,,,Pacific Halibut ,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_plants_chlorophylla_concentration_d,3.23E-05,3.23E-05,8.537946136,8.537946136,264615.2246,eco_plants_chlorophylla_concentration_d,eco_plants_chlorophylla_concentration_d,4010100,eco,plants,chlorophylla,concentration,Chlorophyll A Concentration,,d,Phytoplankton,0.2,0.3,0.4,,,Phytoplankton,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_fish_thornyheadshortspine_syn_m,0.000148104,0.000148104,31.03419205,31.03419205,209543,eco_fish_thornyheadshortspine_syn_m,eco_fish_thornyheadshortspine_syn_m,6420100,eco,fish,thornyheadshortspine,syn,Research CPUE,,m,Shortspine Thornyhead,0.1,0.15,0.2,,,Shortspine Thornyhead,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_inverts_coral_trawlsyn_d,0.000207515,0.000207515,45.67935673,45.67935673,220126,eco_inverts_coral_trawlsyn_d,eco_inverts_coral_trawlsyn_d,7090100,eco,inverts,coral,trawlsyn,Survey and Fishery CPUE,,d,Corals,0.2,0.3,0.4,,,Corals,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_inverts_pennatulacea_model_d,1.60E-05,1.60E-05,0.227046432,0.227046432,14217.02056,eco_inverts_pennatulacea_model_d,eco_inverts_pennatulacea_model_d,7380200,eco,inverts,pennatulacea,model,predicted habitat,,d,Sea pens,0.2,0.3,0.4,,,Sea pens,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_coarse_ecosections_polygons_d,8.77E-06,8.77E-06,5350135.311,5350135.311,6.10E+11,eco_coarse_ecosections_polygons_d,eco_coarse_ecosections_polygons_d,3060100-3060800,eco,coarse,ecosections,polygons,polygons,,d,Ecosections,0,0,0,,^,Ecosections,yes
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_fish_rockfishyellowtail_phmasyn_m,3.01E-05,3.54E-05,9.34937648,10.99926645,311026,eco_fish_rockfishyellowtail_phmasyn_m,eco_fish_rockfishyellowtail_phmasyn_m,6290100,eco,fish,rockfishyellowtail,phmasyn,Research CPUE,,m,Yellowtail Rockfish ,0.1,0.15,0.2,,,Yellowtail rockfish ,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_inverts_antipatharia_model_d,9.29E-07,9.29E-07,0.007416776,0.007416776,7983.246108,eco_inverts_antipatharia_model_d,eco_inverts_antipatharia_model_d,7020100,eco,inverts,antipatharia,model,predicted habitat,,d,Black corals,0.2,0.3,0.4,,,Black corals,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_fish_rockfishyelloweye_phmasyn_m,3.31E-05,3.89E-05,11.11180583,13.07271274,336050,eco_fish_rockfishyelloweye_phmasyn_m,eco_fish_rockfishyelloweye_phmasyn_m,6270100,eco,fish,rockfishyelloweye,phmasyn,Research CPUE,,m,Yelloweye Rockfish,0.4,0.5,0.6,,,Yelloweye rockfish,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_fish_hake_biomass_d,3.87E-05,3.87E-05,136723.5045,136723.5045,3536454091,eco_fish_hake_biomass_d,eco_fish_hake_biomass_d,6040100,eco,fish,hake,biomass,biomass index,,d,Pacific Hake ,0.1,0.15,0.2,1,,Pacific hake ,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_fish_pollock_syn_m,0.000111778,0.000111778,34.80983697,34.80983697,311420,eco_fish_pollock_syn_m,eco_fish_pollock_syn_m,6090100,eco,fish,pollock,syn,Research CPUE,,m,Walleye Pollock ,0.1,0.15,0.2,,,Walleye Pollock ,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_fish_dogfish_phmasyn_m,3.79E-05,3.79E-05,16.34940193,16.34940193,431195,eco_fish_dogfish_phmasyn_m,eco_fish_dogfish_phmasyn_m,6020100,eco,fish,dogfish,phmasyn,Research CPUE,,m,Spiny Dogfish,0.1,0.15,0.2,,,Spiny Dogfish,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_inverts_sponge_trawlsyn_d,0.000136935,0.000136935,47.23248876,47.23248876,344926,eco_inverts_sponge_trawlsyn_d,eco_inverts_sponge_trawlsyn_d,7450100,eco,inverts,sponge,trawlsyn,Survey and Fishery CPUE,,d,Sponges,0.2,0.3,0.4,,,Demospongiae,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_fish_rockfishquillback_phmasyn_m,1.15E-07,1.35E-07,0.034225924,0.040265792,298316,eco_fish_rockfishquillback_phmasyn_m,eco_fish_rockfishquillback_phmasyn_m,6170100,eco,fish,rockfishquillback,phmasyn,Research CPUE,,m,Quillback Rockfish,0.2,0.3,0.4,,,Quillback Rockfish,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_inverts_alcyonacea_model_d,6.09E-05,6.09E-05,1.234518499,1.234518499,20265.41745,eco_inverts_alcyonacea_model_d,eco_inverts_alcyonacea_model_d,7010100,eco,inverts,alcyonacea,model,predicted habitat,,d,Soft corals,0.2,0.3,0.4,,,Soft corals,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_fish_solerock_phmasyn_m,3.57E-05,3.57E-05,9.4239541,9.4239541,263806,eco_fish_solerock_phmasyn_m,eco_fish_solerock_phmasyn_m,6390100,eco,fish,solerock,phmasyn,Research CPUE,,m,Rock Sole ,0.1,0.15,0.2,,,Rock sole ,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_fish_rockfishrougheyeblackspotted_phmasyn_m,0.000103364,0.000103364,24.64726293,24.64726293,238450,eco_fish_rockfishrougheyeblackspotted_phmasyn_m,eco_fish_rockfishrougheyeblackspotted_phmasyn_m,6200100,eco,fish,rockfishrougheyeblackspotted,phmasyn,Research CPUE,,m,Rougheye/Blackspotted Rockfish,0.4,0.5,0.6,,,Rougheye/Blackspotted Rockfish,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_fish_rockfishrosethorn_phmasyn_m,0.000127281,0.000127281,33.78760929,33.78760929,265457,eco_fish_rockfishrosethorn_phmasyn_m,eco_fish_rockfishrosethorn_phmasyn_m,6190100,eco,fish,rockfishrosethorn,phmasyn,Research CPUE,,m,Rosethorn Rockfish,0.1,0.15,0.2,,,Rosethorn rockfish,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_fish_rockfishgreenstriped_phmasyn_m,0.000166959,0.000166959,48.15121935,48.15121935,288402,eco_fish_rockfishgreenstriped_phmasyn_m,eco_fish_rockfishgreenstriped_phmasyn_m,6150100,eco,fish,rockfishgreenstriped,phmasyn,Research CPUE,,m,Greenstriped Rockfish,0.1,0.15,0.2,,,Greenstriped rockfish,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_fish_lingcod_phmasynsab_m,5.58E-05,5.58E-05,23.06939491,23.06939491,413687,eco_fish_lingcod_phmasynsab_m,eco_fish_lingcod_phmasynsab_m,6070100,eco,fish,lingcod,phmasynsab,Research CPUE,,m,Lingcod,0.2,0.3,0.4,,,Lingcod,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_birds_albatross_density_m,0.000463081,0.000463081,2.773411777,2.773411777,5989.047839,eco_birds_albatross_density_m,eco_birds_albatross_density_m,5200100,eco,birds,albatross,density,density - yr round,,m,Albatrosses,0.1,0.15,0.2,,,Albatrosses,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_fish_arrowtooth_phmasynsab_m,3.82E-05,4.50E-05,16.15523172,19.00615496,422614,eco_fish_arrowtooth_phmasynsab_m,eco_fish_arrowtooth_phmasynsab_m,6010100,eco,fish,arrowtooth,phmasynsab,Research CPUE,,m,Arrowtooth Flounder,0.1,0.15,0.2,,,Arrowtooth flounder,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_coarse_biophysicalunits_polygonsshelf_d,6.85E-05,6.85E-05,2409225.117,2409225.117,35161269023,eco_coarse_biophysicalunits_polygons_d_shelf,eco_coarse_biophysicalunits_polygonsshelf_d,3040300,eco,coarse,biophysicalunits,polygons,Biophysical Units,shelf,d,Shelf,0.025403,0.050806,0.076209,,,Biophysical Units,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_fish_solepetrale_syn_m,0.000141218,0.000141218,38.66513877,38.66513877,273798,eco_fish_solepetrale_syn_m,eco_fish_solepetrale_syn_m,6370100,eco,fish,solepetrale,syn,Research CPUE,,m,Petrale Sole ,0.1,0.15,0.2,,,Petrale sole ,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_coarse_biophysicalunits_polygonstrough_d,0.000152084,0.000152084,2940910.191,2940910.191,19337354834,eco_coarse_biophysicalunits_polygons_d_trough,eco_coarse_biophysicalunits_polygonstrough_d,3040500,eco,coarse,biophysicalunits,polygons,Biophysical Units,trough,d,Trough,0.034239,0.068478,0.102717,,,Biophysical Units,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_fish_rockfishwidow_syn_m,0.000255689,0.000255689,45.05543339,45.05543339,176212,eco_fish_rockfishwidow_syn_m,eco_fish_rockfishwidow_syn_m,6260100,eco,fish,rockfishwidow,syn,Research CPUE,,m,Widow Rockfish,0.2,0.3,0.4,,,Widow rockfish,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_fish_rockfishsilvergray_phmasyn_m,7.41E-05,8.72E-05,28.35197872,33.35526908,382576,eco_fish_rockfishsilvergray_phmasyn_m,eco_fish_rockfishsilvergray_phmasyn_m,6230100,eco,fish,rockfishsilvergray,phmasyn,Research CPUE,,m,Silvergray Rockfish,0.1,0.15,0.2,,,Silvergray rockfish,no
fed_hecatestraitqueencharlottesoundglassspongereefsmpaadap_HG,HS/QCS Glass Sponge Reefs MPA HG Portion - adaptive,HG,Queen Charlotte Sound,eco_coarse_geomorphicunits_polygonsshelfwallsloping_d,0.000280151,0.000280151,3312668.169,3312668.169,11824590929,eco_coarse_geomorphicunits_polygons_d_shelfwallsloping,eco_coarse_geomorphicunits_polygonsshelfwallsloping_d,3031000,eco,coarse,geomorphicunits,polygons,Geomorphic Units,shelfwallsloping,d,Shelf wall sloping,0.031929,0.063858,0.095787,,,Geomorphic Units,no
